name,code
"cyclopentolate, combinations",S01FA54
"tropicamide, combinations",S01FA56
sympathomimetics excl. antiglaucoma preparations,S01FB
phenylephrine,S01FB01
ephedrine,S01FB02
ibopamine,S01FB03
phenylephrine and ketorolac,S01FB51
decongestants and antiallergics,S01G
sympathomimetics used as decongestants,S01GA
naphazoline,S01GA01
tetryzoline,S01GA02
xylometazoline,S01GA03
oxymetazoline,S01GA04
phenylephrine,S01GA05
oxedrine,S01GA06
brimonidine,S01GA07
"naphazoline, combinations",S01GA51
"tetryzoline, combinations",S01GA52
"xylometazoline, combinations",S01GA53
"phenylephrine, combinations",S01GA55
"oxedrine, combinations",S01GA56
other antiallergics,S01GX
cromoglicic acid,S01GX01
levocabastine,S01GX02
spaglumic acid,S01GX03
nedocromil,S01GX04
lodoxamide,S01GX05
emedastine,S01GX06
azelastine,S01GX07
ketotifen,S01GX08
olopatadine,S01GX09
epinastine,S01GX10
alcaftadine,S01GX11
"cromoglicic acid, combinations",S01GX51
local anesthetics,S01H
local anesthetics,S01HA
cocaine,S01HA01
oxybuprocaine,S01HA02
tetracaine,S01HA03
proxymetacaine,S01HA04
procaine,S01HA05
cinchocaine,S01HA06
lidocaine,S01HA07
combinations,S01HA30
diagnostic agents,S01J
colouring agents,S01JA
fluorescein,S01JA01
rose bengal sodium,S01JA02
"fluorescein, combinations",S01JA51
other ophthalmological diagnostic agents,S01JX
surgical aids,S01K
viscoelastic substances,S01KA
hyaluronic acid,S01KA01
hypromellose,S01KA02
"hyaluronic acid, combinations",S01KA51
other surgical aids,S01KX
chymotrypsin,S01KX01
ocular vascular disorder agents,S01L
antineovascularisation agents,S01LA
verteporfin,S01LA01
anecortave,S01LA02
pegaptanib,S01LA03
ranibizumab,S01LA04
aflibercept,S01LA05
brolucizumab,S01LA06
abicipar pegol,S01LA07
other ophthalmologicals,S01X
other ophthalmologicals,S01XA
guaiazulen,S01XA01
retinol,S01XA02
"sodium chloride, hypertonic",S01XA03
potassium iodide,S01XA04
sodium edetate,S01XA05
ethylmorphine,S01XA06
alum,S01XA07
acetylcysteine,S01XA08
iodoheparinate,S01XA09
inosine,S01XA10
nandrolone,S01XA11
dexpanthenol,S01XA12
alteplase,S01XA13
heparin,S01XA14
ascorbic acid,S01XA15
ciclosporin,S01XA18
"limbal stem cells, autologous",S01XA19
artificial tears and other indifferent preparations,S01XA20
mercaptamine,S01XA21
ocriplasmin,S01XA22
sirolimus,S01XA23
cenegermin,S01XA24
lifitegrast,S01XA25
riboflavin,S01XA26
voretigene neparvovec,S01XA27
antibiotics,S01AA
chloramphenicol,S01AA01
chlortetracycline,S01AA02
neomycin,S01AA03
oxytetracycline,S01AA04
tyrothricin,S01AA05
framycetin,S01AA07
tetracycline,S01AA09
natamycin,S01AA10
gentamicin,S01AA11
tobramycin,S01AA12
fusidic acid,S01AA13
benzylpenicillin,S01AA14
dihydrostreptomycin,S01AA15
rifamycin,S01AA16
erythromycin,S01AA17
polymyxin b,S01AA18
ampicillin,S01AA19
antibiotics in combination with other drugs,S01AA20
amikacin,S01AA21
micronomicin,S01AA22
netilmicin,S01AA23
kanamycin,S01AA24
azidamfenicol,S01AA25
azithromycin,S01AA26
cefuroxime,S01AA27
vancomycin,S01AA28
combinations of different antibiotics,S01AA30
otologicals,S02
antiinfectives,S02A
corticosteroids,S02B
corticosteroids,S02BA
hydrocortisone,S02BA01
prednisolone,S02BA03
dexamethasone,S02BA06
betamethasone,S02BA07
fluocinolone acetonide,S02BA08
corticosteroids and antiinfectives in combination,S02C
corticosteroids and antiinfectives in combination,S02CA
prednisolone and antiinfectives,S02CA01
flumetasone and antiinfectives,S02CA02
hydrocortisone and antiinfectives,S02CA03
triamcinolone and antiinfectives,S02CA04
fluocinolone acetonide and antiinfectives,S02CA05
dexamethasone and antiinfectives,S02CA06
fludrocortisone and antiinfectives,S02CA07
other otologicals,S02D
analgesics and anesthetics,S02DA
lidocaine,S02DA01
cocaine,S02DA02
phenazone,S02DA03
cinchocaine,S02DA04
combinations,S02DA30
indifferent preparations,S02DC
antiinfectives,S02AA
chloramphenicol,S02AA01
nitrofural,S02AA02
boric acid,S02AA03
aluminium acetotartrate,S02AA04
clioquinol,S02AA05
hydrogen peroxide,S02AA06
neomycin,S02AA07
tetracycline,S02AA08
chlorhexidine,S02AA09
acetic acid,S02AA10
polymyxin b,S02AA11
rifamycin,S02AA12
miconazole,S02AA13
gentamicin,S02AA14
ciprofloxacin,S02AA15
ofloxacin,S02AA16
"antiinfectives, combinations",S02AA30
ophthalmological and otological preparations,S03
antiinfectives,S03A
corticosteroids,S03B
corticosteroids,S03BA
dexamethasone,S03BA01
prednisolone,S03BA02
betamethasone,S03BA03
corticosteroids and antiinfectives in combination,S03C
corticosteroids and antiinfectives in combination,S03CA
dexamethasone and antiinfectives,S03CA01
prednisolone and antiinfectives,S03CA02
hydrocortisone and antiinfectives,S03CA04
fludrocortisone and antiinfectives,S03CA05
betamethasone and antiinfectives,S03CA06
other ophthalmological and otological preparations,S03D
antiinfectives,S03AA
neomycin,S03AA01
tetracycline,S03AA02
polymyxin b,S03AA03
chlorhexidine,S03AA04
hexamidine,S03AA05
gentamicin,S03AA06
ciprofloxacin,S03AA07
chloramphenicol,S03AA08
"antiinfectives, combinations",S03AA30
various,V
allergens,V01
allergens,V01A
allergen extracts,V01AA
feather,V01AA01
grass pollen,V01AA02
house dust mites,V01AA03
mould fungus and yeast fungus,V01AA04
tree pollen,V01AA05
insects,V01AA07
food,V01AA08
textiles,V01AA09
flowers,V01AA10
animals,V01AA11
various,V01AA20
all other therapeutic products,V03
all other therapeutic products,V03A
antidotes,V03AB
ipecacuanha,V03AB01
nalorphine,V03AB02
edetates,V03AB03
pralidoxime,V03AB04
prednisolone and promethazine,V03AB05
thiosulfate,V03AB06
sodium nitrite,V03AB08
dimercaprol,V03AB09
obidoxime,V03AB13
protamine,V03AB14
naloxone,V03AB15
ethanol,V03AB16
methylthioninium chloride,V03AB17
potassium permanganate,V03AB18
physostigmine,V03AB19
copper sulfate,V03AB20
potassium iodide,V03AB21
amyl nitrite,V03AB22
acetylcysteine,V03AB23
digitalis antitoxin,V03AB24
flumazenil,V03AB25
methionine,V03AB26
4-dimethylaminophenol,V03AB27
cholinesterase,V03AB29
prussian blue,V03AB31
glutathione,V03AB32
hydroxocobalamin,V03AB33
fomepizole,V03AB34
sugammadex,V03AB35
phentolamine,V03AB36
idarucizumab,V03AB37
andexanet alfa,V03AB38
iron chelating agents,V03AC
deferoxamine,V03AC01
deferiprone,V03AC02
deferasirox,V03AC03
drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE
polystyrene sulfonate,V03AE01
sevelamer,V03AE02
lanthanum carbonate,V03AE03
calcium acetate and magnesium carbonate,V03AE04
sucroferric oxyhydroxide,V03AE05
colestilan,V03AE06
calcium acetate,V03AE07
ferric citrate,V03AE08
patiromer calcium,V03AE09
sodium zirconium cyclosilicate,V03AE10
detoxifying agents for antineoplastic treatment,V03AF
mesna,V03AF01
dexrazoxane,V03AF02
calcium folinate,V03AF03
calcium levofolinate,V03AF04
amifostine,V03AF05
sodium folinate,V03AF06
rasburicase,V03AF07
palifermin,V03AF08
glucarpidase,V03AF09
sodium levofolinate,V03AF10
arginine and lysine,V03AF11
drugs for treatment of hypercalcemia,V03AG
sodium cellulose phosphate,V03AG01
drugs for treatment of hypoglycemia,V03AH
diazoxide,V03AH01
tissue adhesives,V03AK
drugs for embolisation,V03AM
medical gases,V03AN
oxygen,V03AN01
carbon dioxide,V03AN02
helium,V03AN03
nitrogen,V03AN04
medical air,V03AN05
other therapeutic products,V03AX
nalfurafine,V03AX02
cobicistat,V03AX03
nerve depressants,V03AZ
ethanol,V03AZ01
diagnostic agents,V04
urine tests,V04B
other diagnostic agents,V04C
tests for diabetes,V04CA
tolbutamide,V04CA01
glucose,V04CA02
tests for fat absorption,V04CB
vitamin a concentrates,V04CB01
tests for bile duct patency,V04CC
sorbitol,V04CC01
magnesium sulfate,V04CC02
sincalide,V04CC03
ceruletide,V04CC04
tests for pituitary function,V04CD
metyrapone,V04CD01
sermorelin,V04CD03
corticorelin,V04CD04
somatorelin,V04CD05
macimorelin,V04CD06
tests for liver functional capacity,V04CE
galactose,V04CE01
sulfobromophthalein,V04CE02
methacetin (<o>13</o>c),V04CE03
tuberculosis diagnostics,V04CF
tuberculin,V04CF01
tests for gastric secretion,V04CG
cation exchange resins,V04CG01
betazole,V04CG02
histamine phosphate,V04CG03
pentagastrin,V04CG04
methylthioninium chloride,V04CG05
caffeine and sodium benzoate,V04CG30
tests for renal function and ureteral injuries,V04CH
inulin and other polyfructosans,V04CH01
indigo carmine,V04CH02
phenolsulfonphthalein,V04CH03
alsactide,V04CH04
aminohippuric acid,V04CH30
tests for thyreoidea function,V04CJ
thyrotropin,V04CJ01
protirelin,V04CJ02
tests for pancreatic function,V04CK
secretin,V04CK01
pancreozymin (cholecystokinin),V04CK02
bentiromide,V04CK03
tests for allergic diseases,V04CL
tests for fertility disturbances,V04CM
gonadorelin,V04CM01
other diagnostic agents,V04CX
indocyanine green,V04CX01
folic acid,V04CX02
methacholine,V04CX03
mannitol,V04CX04
<o>13</o>c-urea,V04CX05
hexaminolevulinate,V04CX06
edrophonium,V04CX07
carbon monoxide,V04CX08
patent blue,V04CX09
general nutrients,V06
diet formulations for treatment of obesity,V06A
protein supplements,V06B
infant formulas,V06C
nutrients without phenylalanine,V06CA
other nutrients,V06D
"carbohydrates/proteins/minerals/vitamins, combinations",V06DA
"fat/carbohydrates/proteins/minerals/vitamins, combinations",V06DB
carbohydrates,V06DC
glucose,V06DC01
fructose,V06DC02
"amino acids, incl. combinations with polypeptides",V06DD
"amino acids/carbohydrates/minerals/vitamins, combinations",V06DE
milk substitutes,V06DF
other combinations of nutrients,V06DX
low-energy diets,V06AA
all other non-therapeutic products,V07
all other non-therapeutic products,V07A
"solvents and diluting agents, incl. irrigating solutions",V07AB
"blood transfusion, auxiliary products",V07AC
"blood tests, auxiliary products",V07AD
incontinence equipment,V07AN
"sensitivity tests, discs and tablets",V07AR
stomi equipment,V07AS
cosmetics,V07AT
technical disinfectants,V07AV
washing agents etc.,V07AX
other non-therapeutic auxiliary products,V07AY
chemicals and reagents for analysis,V07AZ
plasters,V07AA
contrast media,V08
"x-ray contrast media, iodinated",V08A
"watersoluble, nephrotropic, low osmolar x-ray contrast media",V08AB
metrizamide,V08AB01
iohexol,V08AB02
ioxaglic acid,V08AB03
iopamidol,V08AB04
iopromide,V08AB05
iotrolan,V08AB06
ioversol,V08AB07
iopentol,V08AB08
iodixanol,V08AB09
iomeprol,V08AB10
iobitridol,V08AB11
ioxilan,V08AB12
"watersoluble, hepatotropic x-ray contrast media",V08AC
iodoxamic acid,V08AC01
iotroxic acid,V08AC02
ioglycamic acid,V08AC03
adipiodone,V08AC04
iobenzamic acid,V08AC05
iopanoic acid,V08AC06
iocetamic acid,V08AC07
sodium iopodate,V08AC08
tyropanoic acid,V08AC09
calcium iopodate,V08AC10
non-watersoluble x-ray contrast media,V08AD
ethyl esters of iodised fatty acids,V08AD01
iopydol,V08AD02
propyliodone,V08AD03
iofendylate,V08AD04
"x-ray contrast media, non-iodinated",V08B
barium sulfate containing x-ray contrast media,V08BA
barium sulfate with suspending agents,V08BA01
barium sulfate without suspending agents,V08BA02
magnetic resonance imaging contrast media,V08C
paramagnetic contrast media,V08CA
gadopentetic acid,V08CA01
gadoteric acid,V08CA02
gadodiamide,V08CA03
gadoteridol,V08CA04
mangafodipir,V08CA05
gadoversetamide,V08CA06
ferric ammonium citrate,V08CA07
gadobenic acid,V08CA08
gadobutrol,V08CA09
gadoxetic acid,V08CA10
gadofosveset,V08CA11
superparamagnetic contrast media,V08CB
ferumoxsil,V08CB01
ferristene,V08CB02
"iron oxide, nanoparticles",V08CB03
other magnetic resonance imaging contrast media,V08CX
perflubron,V08CX01
ultrasound contrast media,V08D
ultrasound contrast media,V08DA
"perflutren, human albumin microspheres",V08DA01
microparticles of galactose,V08DA02
perflenapent,V08DA03
"perflutren, phospholipid microspheres",V08DA04
"sulfur hexafluoride, phospholipid microspheres",V08DA05
"perflubutane, phospholipid microspheres",V08DA06
"watersoluble, nephrotropic, high osmolar x-ray contrast media",V08AA
diatrizoic acid,V08AA01
metrizoic acid,V08AA02
iodamide,V08AA03
iotalamic acid,V08AA04
ioxitalamic acid,V08AA05
ioglicic acid,V08AA06
acetrizoic acid,V08AA07
iocarmic acid,V08AA08
methiodal,V08AA09
diodone,V08AA10
diagnostic radiopharmaceuticals,V09
central nervous system,V09A
iodine (<o>123</o>i) compounds,V09AB
iodine iofetamine (<o>123</o>i),V09AB01
iodine iolopride (<o>123</o>i),V09AB02
iodine ioflupane (<o>123</o>i),V09AB03
other central nervous system diagnostic radiopharmaceuticals,V09AX
indium (<o>111</o>in) pentetic acid,V09AX01
iodine (<o>124</o>i) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane,V09AX03
flutemetamol (<o>18</o>f),V09AX04
florbetapir (<o>18</o>f),V09AX05
florbetaben (<o>18</o>f),V09AX06
skeleton,V09B
technetium (<o>99m</o>tc) compounds,V09BA
technetium (<o>99m</o>tc) oxidronic acid,V09BA01
technetium (<o>99m</o>tc) medronic acid,V09BA02
technetium (<o>99m</o>tc) pyrophosphate,V09BA03
technetium (<o>99m</o>tc) butedronic acid,V09BA04
renal system,V09C
technetium (<o>99m</o>tc) compounds,V09CA
technetium (<o>99m</o>tc) pentetic acid,V09CA01
technetium (<o>99m</o>tc) succimer,V09CA02
technetium (<o>99m</o>tc) mertiatide,V09CA03
technetium (<o>99m</o>tc) gluceptate,V09CA04
technetium (<o>99m</o>tc) gluconate,V09CA05
technetium (<o>99m</o>tc) ethylenedicysteine,V09CA06
other renal system diagnostic radiopharmaceuticals,V09CX
sodium iodohippurate (<o>123</o>i),V09CX01
sodium iodohippurate (<o>131</o>i),V09CX02
sodium iothalamate (<o>125</o>i),V09CX03
chromium (<o>51</o>cr) edetate,V09CX04
hepatic and reticulo endothelial system,V09D
technetium (<o>99m</o>tc) compounds,V09DA
technetium (<o>99m</o>tc) disofenin,V09DA01
technetium (<o>99m</o>tc) etifenin,V09DA02
technetium (<o>99m</o>tc) lidofenin,V09DA03
technetium (<o>99m</o>tc) mebrofenin,V09DA04
technetium (<o>99m</o>tc) galtifenin,V09DA05
"technetium (<o>99m</o>tc), particles and colloids",V09DB
technetium (<o>99m</o>tc) nanocolloid,V09DB01
technetium (<o>99m</o>tc) microcolloid,V09DB02
technetium (<o>99m</o>tc) millimicrospheres,V09DB03
technetium (<o>99m</o>tc) tin colloid,V09DB04
technetium (<o>99m</o>tc) sulfur colloid,V09DB05
technetium (<o>99m</o>tc) rheniumsulfide colloid,V09DB06
technetium (<o>99m</o>tc) phytate,V09DB07
other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals,V09DX
selenium (<o>75</o>se) tauroselcholic acid,V09DX01
respiratory system,V09E
"technetium (<o>99m</o>tc), inhalants",V09EA
technetium (<o>99m</o>tc) pentetic acid,V09EA01
technetium (<o>99m</o>tc) technegas,V09EA02
technetium (<o>99m</o>tc) nanocolloid,V09EA03
"technetium (<o>99m</o>tc), particles for injection",V09EB
technetium (<o>99m</o>tc) macrosalb,V09EB01
technetium (<o>99m</o>tc) microspheres,V09EB02
other respiratory system diagnostic radiopharmaceuticals,V09EX
krypton (<o>81m</o>kr) gas,V09EX01
xenon (<o>127</o>xe) gas,V09EX02
xenon (<o>133</o>xe) gas,V09EX03
thyroid,V09F
various thyroid diagnostic radiopharmaceuticals,V09FX
technetium (<o>99m</o>tc) pertechnetate,V09FX01
sodium iodide (<o>123</o>i),V09FX02
sodium iodide (<o>131</o>i),V09FX03
sodium iodide (<o>124</o>i),V09FX04
cardiovascular system,V09G
technetium (<o>99m</o>tc) compounds,V09GA
technetium (<o>99m</o>tc) sestamibi,V09GA01
technetium (<o>99m</o>tc) tetrofosmin,V09GA02
technetium (<o>99m</o>tc) teboroxime,V09GA03
technetium (<o>99m</o>tc) human albumin,V09GA04
technetium (<o>99m</o>tc) furifosmin,V09GA05
technetium (<o>99m</o>tc) stannous agent labelled cells,V09GA06
technetium (<o>99m</o>tc) apcitide,V09GA07
iodine (<o>125</o>i) compounds,V09GB
fibrinogen (<o>125</o>i),V09GB01
iodine (<o>125</o>i) human albumin,V09GB02
other cardiovascular system diagnostic radiopharmaceuticals,V09GX
thallium (<o>201</o>tl) chloride,V09GX01
indium (<o>111</o>in) imciromab,V09GX02
chromium (<o>51</o>cr) chromate labelled cells,V09GX03
rubidium (<o>82</o>rb) chloride,V09GX04
inflammation and infection detection,V09H
technetium (<o>99m</o>tc) compounds,V09HA
technetium (<o>99m</o>tc) human immunoglobulin,V09HA01
technetium (<o>99m</o>tc) exametazime labelled cells,V09HA02
technetium (<o>99m</o>tc) antigranulocyte antibody,V09HA03
technetium (<o>99m</o>tc) sulesomab,V09HA04
indium (<o>111</o>in) compounds,V09HB
indium (<o>111</o>in) oxinate labelled cells,V09HB01
indium (<o>111</o>in) tropolonate labelled cells,V09HB02
other diagnostic radiopharmaceuticals for inflammation and infection detection,V09HX
gallium (<o>67</o>ga) citrate,V09HX01
tumour detection,V09I
technetium (<o>99m</o>tc) compounds,V09IA
technetium (<o>99m</o>tc) anticarcinoembryonicantigen antibody,V09IA01
technetium (<o>99m</o>tc) antimelanoma antibody,V09IA02
technetium (<o>99m</o>tc) pentavalent succimer,V09IA03
technetium (<o>99m</o>tc) votumumab,V09IA04
technetium (<o>99m</o>tc) depreotide,V09IA05
technetium (<o>99m</o>tc) arcitumomab,V09IA06
technetium (<o>99m</o>tc) hynic-octreotide,V09IA07
technetium (<o>99m</o>tc) etarfolatide,V09IA08
technetium (<o>99m</o>tc) tilmanocept,V09IA09
indium (<o>111</o>in) compounds,V09IB
indium (<o>111</o>in) pentetreotide,V09IB01
indium (<o>111</o>in) satumomab pendetide,V09IB02
indium (<o>111</o>in) antiovariumcarcinoma antibody,V09IB03
indium (<o>111</o>in) capromab pendetide,V09IB04
other diagnostic radiopharmaceuticals for tumour detection,V09IX
iobenguane (<o>123</o>i),V09IX01
iobenguane (<o>131</o>i),V09IX02
iodine (<o>125</o>i) cc49-monoclonal antibody,V09IX03
fludeoxyglucose (<o>18</o>f),V09IX04
fluorodopa (<o>18</o>f),V09IX05
sodium fluoride (<o>18</o>f),V09IX06
fluorocholine(<o>18</o>f),V09IX07
fluoroethylcholine (<o>18</o>f),V09IX08
gallium (<o>68</o>ga) edotreotide,V09IX09
fluoroethyl-l-tyrosine (<o>18</o>f),V09IX10
fluoroestradiol (<o>18</o>f),V09IX11
fluciclovine (<o>18</o>f),V09IX12
methionine (<o>11</o>c),V09IX13
other diagnostic radiopharmaceuticals,V09X
iodine (<o>131</o>i) compounds,V09XA
iodine (<o>131</o>i) norcholesterol,V09XA01
iodocholesterol (<o>131</o>i),V09XA02
iodine (<o>131</o>i) human albumin,V09XA03
various diagnostic radiopharmaceuticals,V09XX
cobalt (<o>57</o>co) cyanocobalamine,V09XX01
cobalt (<o>58</o>co) cyanocobalamine,V09XX02
selenium (<o>75</o>se) norcholesterol,V09XX03
ferric (<o>59</o>fe) citrate,V09XX04
technetium (<o>99m</o>tc) compounds,V09AA
technetium (<o>99m</o>tc) exametazime,V09AA01
technetium (<o>99m</o>tc) bicisate,V09AA02
therapeutic radiopharmaceuticals,V10
antiinflammatory agents,V10A
other antiinflammatory therapeutic radiopharmaceuticals,V10AX
phosphorous (<o>32</o>p) chromicphosphate colloid,V10AX01
samarium (<o>153</o>sm) hydroxyapatite colloid,V10AX02
dysprosium (<o>165</o>dy) colloid,V10AX03
erbium (<o>169</o>er) citrate colloid,V10AX04
rhenium (<o>186</o>re) sulfide colloid,V10AX05
gold (<o>198</o>au) colloidal,V10AX06
pain palliation (bone seeking agents),V10B
various pain palliation radiopharmaceuticals,V10BX
strontium (<o>89</o>sr) chloride,V10BX01
samarium (<o>153</o>sm) lexidronam,V10BX02
rhenium (<o>186</o>re) etidronic acid,V10BX03
other therapeutic radiopharmaceuticals,V10X
iodine (<o>131</o>i) compounds,V10XA
sodium iodide (<o>131</o>i),V10XA01
iobenguane (<o>131</o>i),V10XA02
tositumomab/iodine (<o>131</o>i) tositumomab,V10XA53
various therapeutic radiopharmaceuticals,V10XX
sodium phosphate (<o>32</o>p),V10XX01
ibritumomab tiuxetan (<o>90</o>y),V10XX02
radium (<o>223</o>ra) dichloride,V10XX03
lutetium (<o>177</o>lu) oxodotreotide,V10XX04
yttrium (<o>90</o>y) compounds,V10AA
yttrium (<o>90</o>y) citrate colloid,V10AA01
yttrium (<o>90</o>y) ferrihydroxide colloid,V10AA02
yttrium (<o>90</o>y) silicate colloid,V10AA03
